change_id,change_title,change_category,change_type,site_id,initiating_dept_id,requestor_id,description,business_justification,product_impact,regulatory_impact,regulatory_filing_required,safety_impact,initiation_date,impact_assess_due_date,impact_assess_complete_dt,approval_date,implementation_date,close_date,status,approved_by,linked_capa_id,linked_deviation_id
CHG-0473,Major Labeling change at Hyderabad API Manufacturing,Software,Major,SITE-AP-01,37,384,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-09-11,2024-09-25,2024-09-22,2024-09-28,2024-12-17,2024-12-26,Closed,344,,
CHG-0474,Major Process change at Hyderabad API Manufacturing,Process,Major,SITE-AP-01,43,372,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-02-14,2024-02-28,2024-02-24,2024-03-12,2024-05-09,2024-05-17,Closed,419,,
CHG-0475,Minor Material change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,45,395,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-07-03,2024-07-17,2024-07-13,2024-08-09,2024-08-30,2024-09-12,Closed,436,,
CHG-0476,Major Equipment change at Hyderabad API Manufacturing,Material,Major,SITE-AP-01,38,384,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,True,CBE-0,False,2024-11-09,2024-11-23,2024-11-28,2024-11-29,2025-01-25,,Approval,358,,
CHG-0477,Critical Facility change at Hyderabad API Manufacturing,Labeling,Critical,SITE-AP-01,37,357,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-09-28,2024-10-12,2024-10-16,2024-10-13,2025-02-19,,Implementation,419,,
CHG-0478,Minor Labeling change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,44,439,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,True,CBE-30,False,2024-10-03,2024-10-17,2024-10-12,2024-10-24,2024-11-27,2024-12-08,Closed,426,CAPA-0087,
CHG-0479,Major Material change at Hyderabad API Manufacturing,Equipment,Major,SITE-AP-01,42,362,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-08-15,2024-08-29,2024-08-28,2024-09-14,2024-10-25,2024-11-08,Closed,351,,
CHG-0480,Minor Labeling change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,39,393,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-02-27,2024-03-12,2024-03-12,2024-03-22,2024-05-02,2024-05-11,Closed,402,CAPA-0168,
CHG-0481,Critical Equipment change at Hyderabad API Manufacturing,Facility,Critical,SITE-AP-01,46,333,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-08-28,2024-09-11,2024-09-06,2024-10-05,2024-12-07,2024-12-21,Closed,429,,
CHG-0482,Major Process change at Hyderabad API Manufacturing,Facility,Major,SITE-AP-01,43,393,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-05-22,2024-06-05,2024-06-11,2024-07-02,2024-09-02,2024-09-11,Closed,347,CAPA-0070,
CHG-0483,Critical Labeling change at Hyderabad API Manufacturing,Software,Critical,SITE-AP-01,44,439,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-12-20,2025-01-03,2024-12-28,2025-01-23,2025-05-05,,Approval,326,,
